date,btc,eth,doge,ltc,bch,etc,xmr,dash
2017-08-31,0.0356478398904557,0.0376532102364346,0.0393488546595394,0.0512800152004909,0.1738187164437737,0.0335433144460439,0.0990956288278715,0.0743035122376478
2017-09-01,0.0352675882230656,0.0362687181150999,0.0511613221104146,0.0581997675670635,0.1739582024761813,0.0610153975421435,0.0987428077946854,0.0740438445525499
2017-09-02,0.0385963634685969,0.043725503815628,0.0566095628435788,0.0629155569652282,0.172998445618973,0.065233583765716,0.103200229329501,0.07886246120329
2017-09-03,0.0386055773952982,0.0434524763621544,0.056720543628342,0.0629470429363529,0.1498727706681426,0.0651295360886544,0.1032776446037864,0.0787490441738609
2017-09-04,0.035066305052523,0.0457645924739892,0.0564756404323807,0.0674686626364229,0.1521895766345331,0.0690956773295359,0.1079331502274266,0.0814214962926659
2017-09-05,0.0350161445323132,0.0445626174176805,0.0562185338762064,0.0675890205917347,0.1518939395807938,0.0691053870644936,0.1083190760517636,0.0811759683424165
2017-09-06,0.0345490183442453,0.0452828642744624,0.0562801079674952,0.0690863670939445,0.1351579729869743,0.0712999751878998,0.1082911879568084,0.0813079719582686
2017-09-07,0.0345576027414679,0.0426877820722423,0.0563606181237602,0.0686623140790581,0.1349657940057221,0.0713453340309519,0.1084919075332743,0.0814076620804683
2017-09-08,0.0366890227551201,0.0454818060593384,0.0601022004130171,0.0707835083297069,0.1338123168959642,0.0729938472148365,0.108646005354054,0.0819052878384872
2017-09-09,0.0365839516845533,0.0455053090676324,0.0606063148179094,0.0711457234679386,0.1329079637252081,0.0733447746867787,0.1086502554861624,0.0822296792730979
2017-09-10,0.0353142552614458,0.045271562625873,0.0627570810407518,0.072330534652369,0.1309137483167396,0.0742803909974892,0.109070440372341,0.0822799390286051
2017-09-11,0.0340921880271055,0.045309279199843,0.0627226033214706,0.0721410843290697,0.1305980182185192,0.0740124654734653,0.1087693419253215,0.0824554906869057
2017-09-12,0.0330602704963186,0.0447769340260345,0.0627379236894482,0.0722610256537429,0.1301328834111287,0.0737326116943545,0.1083471312544888,0.0818295810113255
2017-09-13,0.0336311959575439,0.0460067449694656,0.0641984051577891,0.0735861788601668,0.1307858177712865,0.0743544147260888,0.1085022667714877,0.0839796108123304
2017-09-14,0.0463351621098475,0.0587390043053982,0.0918521475264628,0.0927717529015846,0.1406399733669618,0.0944112277002778,0.1189729938306514,0.0941922977399659
2017-09-15,0.0518790898398186,0.0638182854555361,0.0919814900188348,0.0955107192136101,0.1415128625875183,0.0962077162973301,0.120846847335762,0.0967553536386969
2017-09-16,0.0518832833592298,0.0638219987405907,0.0924148741386203,0.0955048786568046,0.1257337679485025,0.0962297238655857,0.1210677343665367,0.0969428571242073
2017-09-17,0.0512612113891654,0.063777747445558,0.0924727375709142,0.095361145194575,0.0857136474716412,0.0961422350361301,0.1210957741566873,0.0961710282843334
2017-09-18,0.0542471871625402,0.0685213353474479,0.0947142109837149,0.0965667248677778,0.0876840555465495,0.0973882151203727,0.1178148780000013,0.0815500031968145
2017-09-19,0.0546039750250022,0.0688812639524607,0.0960024612577842,0.0971626266623033,0.0899610148427513,0.0975069417238778,0.1178702150697927,0.0816944789992628
2017-09-20,0.0544647279743582,0.067462549707034,0.09589463753145,0.0970412435387504,0.0863469196791586,0.0966350485292727,0.1015788780680316,0.0816904860995377
