date,btc,eth,doge,ltc,bch,etc,xmr,dash
2017-08-01,2727.38918199883,225.735534699591,0.0017931585210436,43.1233744223086,328.327900656494,14.565106150809306,44.1842893793144,183.679390120316
2017-08-02,2690.14567197545,217.584664142607,0.0017437205862052,41.571807092631,343.028448979673,14.466645988575944,43.5346057304007,181.681305261667
2017-08-03,2789.74631244886,224.028898297195,0.0017519008457084,42.550513470048,303.046085710824,15.249388196527462,43.4193973430007,187.435458813013
2017-08-04,2860.27284324956,221.471094210403,0.0017877781842905,43.1071876237528,195.992613099324,14.84054226220809,44.8736227854149,187.117230181452
2017-08-05,3237.42336329632,248.939666132671,0.0020265744243893,45.9521064955457,193.434003031177,15.51405269410012,48.3896200606271,191.736321325797
2017-08-06,3230.11670894214,266.031145936879,0.0019384803502435,45.3380507828088,210.50308870827,15.459374613786627,47.7938932983869,188.721572078464
2017-08-07,3392.56241864407,269.646053845704,0.001947231093708,45.9024626772383,321.20680462328,15.223001853005192,50.122136562183,197.367865837789
2017-08-08,3425.67661659848,294.522035516072,0.0019677384805914,49.1797753796553,341.922428730919,16.011434839403094,52.0232132221572,204.12371595876
2017-08-09,3347.21543161894,296.828835021625,0.0019280532123358,47.6565038078122,302.546634888125,15.351753393400386,50.9597966244936,200.327388473683
2017-08-10,3437.03215546464,301.437411189947,0.001920087869283,47.3241376146049,279.000882839407,15.348779827302954,49.673870321578,203.105063650226
2017-08-11,3660.52053728813,309.864902527177,0.0018780034260737,47.0106506441056,328.718462283852,15.200677156299436,50.8736272195993,206.993965072337
2017-08-12,3871.08240619521,309.254121247516,0.0018401863302019,46.2759343627748,316.536461794994,14.698170814803303,49.4370434608152,205.738263149496
2017-08-13,4063.80105271771,297.04311033986,0.0017903108789188,45.1462571446454,297.457703495829,14.155378539918718,47.7901072363431,197.684956049267
2017-08-14,4304.60393120982,299.899655571596,0.0017423398901053,45.5175452593564,302.193337255098,14.038015529314649,49.8284400360196,199.43555341308
2017-08-15,4160.0305458796,286.238491115137,0.0017016454204557,43.1053792889173,298.314358773466,13.459126424375992,48.7488933194933,203.041038453835
2017-08-16,4364.67857463472,300.581495599649,0.0017322291945825,43.9085379929329,299.695317122801,13.995246914662047,48.5230151214639,230.698593212201
2017-08-17,4308.51686142607,301.525778841613,0.0016776178620145,43.9039298948276,428.95314388097,13.8222351396352,47.650257538386,237.756722099419
2017-08-18,4108.50716218586,292.570930255406,0.0016426680880236,45.8025866268026,699.232408681688,13.431580266632649,46.9407663307489,222.81636747982
2017-08-19,4160.33245686733,294.006381612507,0.0016459126231722,45.1176287280117,711.659485323766,13.521613831784975,56.2064028765371,296.9569796762
2017-08-20,4085.8103943308,297.946730439509,0.0016892898891727,46.1754527662368,717.642223461253,13.84497646847468,54.7544610328158,292.731713649258
2017-08-21,3992.62603524255,320.268020935126,0.0016917657244022,48.1948224446573,600.882125427601,14.782552254414243,76.8328163068017,279.175606888622
2017-08-22,4074.33046125073,314.667140353594,0.0016911068174779,46.395049805581,688.872631020289,14.373848164257993,91.445775474726,294.028575522626
2017-08-23,4146.9153452367,317.911476100818,0.0017194819715283,52.5970338997467,675.545546077002,15.370077700773164,90.8665974711271,292.304153578609
2017-08-24,4325.81642799532,324.404678510228,0.0017965029665348,50.1884292670656,618.444449302744,15.135370604899476,85.2736653077527,308.759998883774
2017-08-25,4353.13177255991,330.229825942724,0.0017196414832988,51.1118257741317,631.652396009629,15.177097943592024,107.811364971336,317.424739148051
2017-08-26,4341.97871677382,332.432620397428,0.0017538877424172,51.5386777332967,618.883887407504,15.284379840223178,136.935289536196,395.688363878412
2017-08-27,4344.90344476914,345.159394547049,0.001759135735382,61.1753329939313,620.141981461721,16.068620468993654,130.587564785682,366.441207432167
2017-08-28,4379.76392068966,347.312148939801,0.0018013129401725,62.110070962155,589.502765865676,15.801231823439162,143.10818075828,356.191498357648
2017-08-29,4600.45683097604,373.270473714202,0.001876829632723,63.6027622624139,551.921244869086,15.85035956334808,133.126443826574,360.818717879163
2017-08-30,4586.63273670368,385.096362653419,0.0021102394885058,65.1167743651943,577.40482341997,15.961493669308364,135.097826171317,371.86630044172
2017-08-31,4740.35621770894,388.628983109293,0.0020780868338906,73.3643036922992,593.880407244615,16.85094246737046,141.642131343467,383.128995777394
2017-09-01,4918.16624488603,391.600977030976,0.0025087643625034,87.8758229250781,633.427670164305,22.400640622810958,142.963767550832,398.552351407288
2017-09-02,4595.02001782583,349.100817241379,0.0022238245257223,79.0453615367296,581.488502537538,19.884575476114364,125.666501216734,352.513610728252
2017-09-03,4625.296314436,352.873988895383,0.0021891670729577,79.6354424542663,606.573274618559,19.466587645409923,127.369608565424,358.779742354239
2017-09-04,4374.75349649328,313.259609643483,0.0019482022501037,70.5289698948605,540.830101651383,17.201024319923857,110.347902244419,327.32742451857
2017-09-05,4454.05253769725,321.673799707773,0.0020148906277987,74.2520532791153,556.976336756786,17.43109449892643,121.18682697802,332.271160980659
2017-09-06,4607.51652980713,338.424651081239,0.0020473312545084,81.656218736816,651.006938181473,19.32009952297882,123.618307539359,351.018694331828
2017-09-07,4635.11187580362,336.414099064874,0.0020118646207767,80.6435641931151,671.063731073138,18.56824471866281,122.752152687281,348.234862699304
2017-09-08,4345.45765634132,310.01521244886,0.0017934229469365,73.8263607764403,615.037861965641,16.95438214892095,119.160264379029,333.530719199973
2017-09-09,4335.593449737,305.233473699591,0.001714307586767,71.6556809371012,591.079155516351,16.35509103321205,116.124553299623,325.946602187642
