date,btc,eth,doge,ltc,bch,etc,xmr,dash
2017-08-01,201890.834474784,59503.75192608345,32.48780862082651,3189.1323903791454,17087.507407098703,245.58917204526628,2483.2656106611876,538.0534022173103
2017-08-02,359589.3103820277,51566.5692853963,33.562853628059536,2732.126251148647,1927.0697589443869,250.6563399606788,3356.205526827518,487.23524088738066
2017-08-03,345013.63626228704,52983.463687392534,37.659302784839994,2899.4241730574595,6234.7381029608005,648.6934893968746,3386.7979406339864,534.6441603465125
2017-08-04,328808.0078856463,48729.92117812856,32.945841854093935,3169.6500498029754,4219.587843805554,278.80986450275,3365.6880669801126,731.2342917668536
2017-08-05,351699.943434266,58768.857060898714,38.52820129852207,3403.769693854255,1779.8269294546567,451.25094350707855,4122.163534914424,573.3810802705693
2017-08-06,288571.81213501137,65171.894400340214,36.86125606366146,2750.435784564362,1469.5207592583135,348.8005098331027,3279.245524547968,696.5197921163546
2017-08-07,425759.59089186887,87189.8051962351,45.48232624898384,3449.6686507823283,2925.0047315601673,354.65531507006153,4507.148247513595,596.4769457370325
2017-08-08,540226.601595191,99867.65693803504,38.40012563277617,4371.975809821704,2757.4515894199103,334.77276518457035,7738.212605253466,986.0233209079464
2017-08-09,537036.542011776,79706.69758040039,33.9041023871745,3488.019692892135,1585.0491418074512,274.1105274715171,4725.069962287352,715.8489584495024
2017-08-10,666244.361728584,94394.41920902707,34.844263578271146,3337.4708178303003,1512.607287186505,291.79344559858566,3005.509253604407,654.0616168641689
2017-08-11,845169.5778552032,109742.40594782188,41.55587052054472,3725.5825431153216,1597.212276348198,275.6196325646413,4544.495508776322,669.767574226153
2017-08-12,821185.1526785434,106688.37180824947,36.88297457270322,2809.049744734721,1480.1007804416743,276.6631344864536,5067.686272439553,953.9329787000995
2017-08-13,767716.046929337,90491.38619223688,37.916504478318345,2379.934223422581,1373.56707616064,269.40945676050404,5095.684244802229,701.2952356080784
2017-08-14,1100987.3306599716,103620.05082518703,40.756994032778806,3885.8430875217455,1746.4522646402102,273.6481919424823,5678.553432533485,866.5522620444034
2017-08-15,1454475.8606423188,109842.6610708118,41.749342444023625,4233.961935547942,1418.2645245104611,251.44161079406956,6439.373446583403,828.0534835709517
2017-08-16,1526546.712339726,351218.4361481168,38.702972733619696,3755.8283047140894,1334.669394900716,263.28870174744134,6182.603256656962,913.0144827360557
2017-08-17,1550577.6774505721,208217.61409824563,39.5888874185024,3258.1388102079304,3931.7678691414567,269.38831467949495,5570.886271767337,1037.155385567486
2017-08-18,1377429.5765164013,298040.60958508635,38.49706372429482,3889.060913296265,6445.799358326459,260.90322621248293,4387.007796796884,915.1315939633571
2017-08-19,1104954.2093586004,138747.0045173943,31.652648116590417,3032.4605294859502,7694.289393599246,244.28053029189803,7832.811824058709,1785.744567125395
2017-08-20,892155.1912039325,87342.42588865696,34.44938551909056,2039.357137968208,6345.0943523241285,236.0474275838087,3677.881239537092,1118.4830664830893
2017-08-21,1192922.0654570628,105646.4355334683,36.58171502428666,3720.1579777404977,4280.039454937433,284.95686976903914,17207.91716755568,1129.8466572307
2017-08-22,1380568.7713257638,102376.99260353172,31.61395407976747,3052.7687724565,4448.1181224594775,263.8474436894342,22526.307964329408,1221.4349317106914
2017-08-23,2233115.322406909,100422.3098208686,38.899620185263124,5845.309878093632,2949.0257904999,346.1820222516987,19463.44214118481,1327.3921752358417
2017-08-24,1671672.0979998,104737.2605007373,39.133530588146485,5012.65264016929,4278.794244977268,315.24457661567556,19482.88568069833,1177.1521394947715
2017-08-25,1884940.0716709,102416.40810222934,41.70775233080134,3528.868943963032,3494.2182893118184,274.71452138181314,23114.759560267623,1152.0966966828878
2017-08-26,1801175.215777869,99037.22358226488,36.9708669546117,2977.39681566822,2269.0670966396715,253.123602730568,32546.532010000406,2572.672102286123
2017-08-27,1534514.5247454967,95034.61379079925,38.62354111781277,4028.5019850852864,2274.9350276097325,462.59877157772814,22019.166040964723,1535.2943958045798
2017-08-28,1694181.5016234685,112223.6923540672,43.79319371703472,4296.953584302952,2238.435119848868,317.0410053945841,35250.025842754905,2002.763024230144
2017-08-29,2102835.315531995,192671.25020969723,47.26701914347137,4593.680938494229,2796.402879971401,324.41200343003,31446.46142154863,1918.8579938571224
2017-08-30,1796243.10002597,166893.10449318276,51.79201656897817,3851.755352912908,2372.7703479197335,312.21885078574627,21672.435149132627,1847.029447288028
2017-08-31,1972866.7219989304,286634.3172192356,49.593274532532845,4029.2438466522663,2565.0935523841736,325.594953614645,15371.680202277108,1652.5046285103367
2017-09-01,1815518.8474993915,201837.4824152154,56.677181724365695,7018.460692718327,2342.852741382654,622.0476919699363,16107.16430262599,1784.6601058171327
2017-09-02,1365242.1668237525,214229.94618724857,54.069882344083766,5408.164563991328,1594.9791938208807,457.1655160045652,12739.814818001652,1693.858695138284
2017-09-03,1091984.8426906702,104692.25838698508,47.29946188976021,4546.375095685596,1551.9523645112965,390.6476743518375,11479.42419006404,1278.313012940748
2017-09-04,1423794.68150886,152797.85542781296,61.293848455657816,7042.307963900703,2306.2103208546164,386.27746499492366,13379.521530494696,1419.2919778477333
2017-09-05,1256007.44733587,198089.62126374015,44.681951487608096,7236.586303794961,1330.5991409781252,374.622704950506,14831.948951889251,1739.27861545591
