"","LHS","RHS","support","confidence","coverage","lift","count"
"715","{iphone,know}","{apple}",0.000170305000774114,0.55,0.000309645455952934,24.4154639175258,22
"807","{android,run}","{app}",0.00020901068276823,0.5625,0.000371574547143521,91.5160579345088,27
"808","{app,run}","{android}",0.00020901068276823,0.519230769230769,0.000402539092738814,109.777791766335,27
