"Date","Open","High","Low","Close","Adj Close","Volume"
2014-09-17,1.8412,1.89807,1.64792,1.76835,1.76835,291633
2014-09-18,1.74181,1.74181,1.50476,1.56928,1.56928,253082
2014-09-19,1.56775,1.5909,1.37602,1.45437,1.45437,171739
2014-09-20,1.44259,1.56737,1.17446,1.27121,1.27121,362626
2014-09-21,1.26767,1.41417,1.17495,1.27415,1.27415,239591
2014-09-22,1.2747,1.33566,1.21423,1.26129,1.26129,137822
2014-09-23,1.26035,1.49943,1.22566,1.46553,1.46553,205229
2014-09-24,1.46345,1.55894,1.4486,1.50534,1.50534,122748
2014-09-25,1.49813,1.51471,1.39255,1.3967,1.3967,126179
2014-09-26,1.39771,1.4622,1.31974,1.38624,1.38624,81632
2014-09-27,1.38371,1.38738,1.27982,1.30611,1.30611,95657
2014-09-28,1.30559,1.36996,1.20774,1.21969,1.21969,84413
2014-09-29,1.22095,1.22742,1.14246,1.149,1.149,83902
2014-09-30,1.16387,1.24532,1.14221,1.21957,1.21957,82094
2014-10-01,1.20849,1.2182,1.17132,1.19958,1.19958,65140
2014-10-02,1.21576,1.22485,1.1787,1.18919,1.18919,61824
2014-10-03,1.18465,1.18465,1.06605,1.10095,1.10095,113844
2014-10-04,1.09252,1.12724,0.966409,0.977628,0.977628,65894
2014-10-05,0.977117,1.00558,0.786768,0.879503,0.879503,86073
2014-10-06,0.878679,0.99653,0.805445,0.979703,0.979703,65377
2014-10-07,0.980493,1.01223,0.90069,1.0046,1.0046,68252
2014-10-08,1.0036,1.10827,0.949084,1.08831,1.08831,116352
2014-10-09,1.08753,1.16326,1.04921,1.10564,1.10564,66785
2014-10-10,1.10491,1.15059,1.04165,1.14063,1.14063,121420
2014-10-11,1.13825,1.14843,1.06129,1.07671,1.07671,81876
2014-10-12,1.07746,1.10344,1.03748,1.08503,1.08503,58972
2014-10-13,1.08328,1.1259,1.02013,1.10342,1.10342,92059
2014-10-14,1.0984,1.15532,1.06853,1.07447,1.07447,63787
2014-10-15,1.08302,1.08494,0.911003,0.990811,0.990811,104550
2014-10-16,0.986954,1.02589,0.91834,0.999458,0.999458,59154
2014-10-17,0.998718,0.998718,0.918857,0.973198,0.973198,63034
2014-10-18,0.973584,1.0031,0.948108,0.96583,0.96583,60842
2014-10-19,0.965568,1.01306,0.958882,0.994436,0.994436,47858
2014-10-20,0.995676,1.00534,0.916824,0.950394,0.950394,86281
2014-10-21,0.952061,0.979182,0.932976,0.957783,0.957783,50963
2014-10-22,0.956909,0.992102,0.942747,0.946716,0.946716,63727
2014-10-23,0.942326,0.946193,0.725042,0.865496,0.865496,97124
2014-10-24,0.842075,0.859968,0.744815,0.762157,0.762157,52867
2014-10-25,0.763826,0.771308,0.671765,0.739802,0.739802,54596
2014-10-26,0.74026,0.75317,0.685867,0.694402,0.694402,37577
2014-10-27,0.697623,0.774522,0.603494,0.722831,0.722831,141319
2014-10-28,0.704975,0.729839,0.604616,0.689257,0.689257,82389
2014-10-29,0.687775,0.699246,0.621768,0.63306,0.63306,23967
2014-10-30,0.632047,0.664415,0.590307,0.614064,0.614064,48427
2014-10-31,0.61369,0.640114,0.598314,0.607218,0.607218,37303
2014-11-01,0.607123,0.638227,0.571454,0.585832,0.585832,33872
2014-11-02,0.586417,0.586417,0.561821,0.579494,0.579494,26877
2014-11-03,0.577925,0.59926,0.551178,0.576323,0.576323,40900
2014-11-04,0.575828,0.582737,0.545748,0.547635,0.547635,42253
2014-11-05,0.547942,0.584644,0.547942,0.571982,0.571982,25458
2014-11-06,0.570834,0.597075,0.556807,0.595903,0.595903,28528
2014-11-07,0.590278,0.619485,0.578323,0.616295,0.616295,29987
2014-11-08,0.619835,0.658196,0.593668,0.643877,0.643877,40713
2014-11-09,0.643598,0.721369,0.634068,0.721369,0.721369,44247
2014-11-10,0.71667,0.762476,0.69292,0.735697,0.735697,67836
2014-11-11,0.734491,0.746636,0.691961,0.717955,0.717955,30147
2014-11-12,0.718542,0.763825,0.695158,0.73232,0.73232,75047
2014-11-13,0.735674,0.773504,0.665388,0.70453,0.70453,41143
2014-11-14,0.700665,0.701875,0.643252,0.689225,0.689225,65338
2014-11-15,0.692307,0.705406,0.625895,0.641145,0.641145,31336
2014-11-16,0.638882,0.657677,0.626272,0.654531,0.654531,27107
2014-11-17,0.651929,0.676593,0.556251,0.58478,0.58478,152764
2014-11-18,0.586133,0.603339,0.526158,0.599073,0.599073,49912
2014-11-19,0.596995,0.602582,0.554352,0.559003,0.559003,25761
2014-11-20,0.558639,0.569225,0.514469,0.525171,0.525171,23232
2014-11-21,0.516995,0.56325,0.500091,0.53249,0.53249,34458
2014-11-22,0.533662,0.557867,0.525431,0.534829,0.534829,26877
2014-11-23,0.535661,0.542355,0.515386,0.526897,0.526897,31247
2014-11-24,0.52605,0.553483,0.525883,0.53174,0.53174,29694
2014-11-25,0.531602,0.640426,0.53089,0.595471,0.595471,84303
2014-11-26,0.58257,0.624192,0.551515,0.562741,0.562741,29237
2014-11-27,0.560613,0.569668,0.553501,0.55754,0.55754,10861
2014-11-28,0.557097,0.575006,0.534664,0.564761,0.564761,17670
2014-11-29,0.56432,0.586719,0.559993,0.565711,0.565711,17081
2014-11-30,0.571386,0.580775,0.562884,0.567552,0.567552,14933
2014-12-01,0.567864,0.577934,0.470041,0.4745,0.4745,78718
2014-12-02,0.473696,0.552778,0.469477,0.527409,0.527409,21322
2014-12-03,0.528122,0.528122,0.48467,0.507566,0.507566,26153
2014-12-04,0.508874,0.517186,0.453813,0.456468,0.456468,18052
2014-12-05,0.455063,0.480443,0.407362,0.428893,0.428893,45855
2014-12-06,0.427467,0.44894,0.422849,0.443703,0.443703,18704
2014-12-07,0.443451,0.480663,0.443451,0.470556,0.470556,21888
2014-12-08,0.470613,0.497378,0.443479,0.448344,0.448344,36453
2014-12-09,0.448309,0.449525,0.38046,0.389608,0.389608,28887
2014-12-10,0.391179,0.419919,0.368985,0.389659,0.389659,18125
2014-12-11,0.38738,0.407224,0.376755,0.398488,0.398488,22967
2014-12-12,0.393799,0.397863,0.372755,0.375733,0.375733,16404
2014-12-13,0.375526,0.384706,0.368599,0.375961,0.375961,17428
2014-12-14,0.375254,0.411324,0.370846,0.383506,0.383506,13827
2014-12-15,0.386838,0.406343,0.377044,0.382897,0.382897,23998
2014-12-16,0.383263,0.391983,0.334445,0.337857,0.337857,41022
2014-12-17,0.347026,0.349178,0.299859,0.338319,0.338319,33392
2014-12-18,0.338177,0.35262,0.304904,0.316383,0.316383,17760
2014-12-19,0.316167,0.344685,0.304235,0.319859,0.319859,16495
2014-12-20,0.319682,0.341609,0.312549,0.339099,0.339099,12708
2014-12-21,0.338958,0.356308,0.320784,0.343806,0.343806,24432
2014-12-22,0.343896,0.361704,0.330488,0.344799,0.344799,19493
2014-12-23,0.345175,0.381363,0.334889,0.381093,0.381093,25039
2014-12-24,0.383242,0.458137,0.378322,0.425367,0.425367,64963
2014-12-25,0.422909,0.455604,0.399465,0.452427,0.452427,53937
2014-12-26,0.456171,0.458636,0.428161,0.4337,0.4337,35090
2014-12-27,0.432913,0.537681,0.4099,0.510573,0.510573,98086
2014-12-28,0.509646,0.611029,0.482193,0.563872,0.563872,117333
2014-12-29,0.564681,0.572393,0.487799,0.487799,0.487799,72362
2014-12-30,0.490338,0.530357,0.456339,0.489046,0.489046,57426
2014-12-31,0.486608,0.488417,0.424435,0.43466,0.43466,37598
2015-01-01,0.436241,0.4673,0.419361,0.46576,0.46576,25000
2015-01-02,0.473272,0.488038,0.434144,0.459137,0.459137,34884
2015-01-03,0.459173,0.490255,0.451601,0.461172,0.461172,42366
2015-01-04,0.466618,0.46779,0.398095,0.417234,0.417234,29438
2015-01-05,0.411376,0.447289,0.393024,0.421412,0.421412,35008
2015-01-06,0.42162,0.477287,0.409644,0.461609,0.461609,34747
2015-01-07,0.461614,0.477443,0.446402,0.463607,0.463607,21150
2015-01-08,0.472087,0.472087,0.429126,0.429175,0.429175,18235
2015-01-09,0.428426,0.441486,0.413262,0.431801,0.431801,15357
2015-01-10,0.425966,0.430232,0.370869,0.419216,0.419216,23213
2015-01-11,0.418943,0.419528,0.372444,0.378748,0.378748,12932
2015-01-12,0.378873,0.385037,0.360253,0.364316,0.364316,12038
2015-01-13,0.363763,0.365199,0.297354,0.309479,0.309479,15632
2015-01-14,0.300409,0.304722,0.212967,0.223522,0.223522,20845
2015-01-15,0.220121,0.273713,0.220121,0.261714,0.261714,14019
2015-01-16,0.260538,0.282141,0.247618,0.278449,0.278449,14483
2015-01-17,0.282024,0.284548,0.236521,0.248057,0.248057,12834
