"Date","Open","High","Low","Close","Adj Close","Volume"
2021-05-19,1295.267822,1316.95105,688.430908,917.401794,917.401794,147714997
2021-05-20,917.563904,1100.605469,830.872437,1003.645935,1003.645935,93101064
2021-05-21,1007.107605,1047.118896,782.847351,862.465454,862.465454,88593081
2021-05-22,868.058167,874.102905,775.741272,839.068542,839.068542,46626741
2021-05-23,839.275269,841.733093,614.001343,730.35376,730.35376,63272933
2021-05-24,729.830383,931.894592,701.520081,883.557617,883.557617,65189613
2021-05-25,883.812134,903.875977,754.383057,819.090393,819.090393,54724394
2021-05-26,819.793884,863.049316,804.740601,843.961365,843.961365,46112197
2021-05-27,843.778564,844.752502,790.778015,806.524353,806.524353,34433515
2021-05-28,806.743835,811.46875,749.724365,767.66864,767.66864,35038025
2021-05-29,767.386108,817.626404,761.797546,788.994812,788.994812,44745804
2021-05-30,789.588989,806.183777,771.183716,783.735474,783.735474,32727907
2021-05-31,783.825684,787.974976,760.672302,772.808655,772.808655,36971160
2021-06-01,772.836853,777.543091,694.108276,696.08905,696.08905,46276955
2021-06-02,696.2099,729.707825,668.861145,693.530396,693.530396,50140608
2021-06-03,693.714905,753.886475,685.489441,736.06897,736.06897,47619834
2021-06-04,736.428284,736.575317,687.456055,694.596924,694.596924,39387255
2021-06-05,694.509705,716.944092,676.625244,679.369995,679.369995,29784014
2021-06-06,679.340088,683.899231,656.203735,657.096863,657.096863,27830183
2021-06-07,657.136353,679.632751,579.625977,584.504883,584.504883,41545851
2021-06-08,584.601257,609.236328,517.634338,553.867432,553.867432,47192575
2021-06-09,553.328308,571.526123,529.422668,556.722168,556.722168,33618279
2021-06-10,557.035217,561.454651,512.306152,516.176514,516.176514,30139137
2021-06-11,516.153625,522.166687,416.810364,434.626617,434.626617,46533810
2021-06-12,434.301361,445.467163,400.99823,414.840485,414.840485,31755705
2021-06-13,414.732605,426.106567,370.971954,413.570282,413.570282,39303069
2021-06-14,413.356018,442.80542,394.001465,413.308472,413.308472,38075625
2021-06-15,428.699615,438.923645,416.096588,432.323578,432.323578,33425905
2021-06-16,422.12854,425.698059,405.707611,413.586426,413.586426,25117003
2021-06-17,413.692413,435.245575,412.647675,416.068115,416.068115,25137162
2021-06-18,416.070404,423.762543,386.641296,397.146118,397.146118,25655247
2021-06-19,397.119904,406.530273,387.394196,388.532074,388.532074,22754476
2021-06-20,388.909729,389.076691,324.350708,347.359039,347.359039,34341747
2021-06-21,346.055206,346.67099,232.441986,232.963242,232.963242,46078434
2021-06-22,232.879684,270.117828,202.198959,228.343369,228.343369,48259544
2021-06-23,228.950195,334.232574,223.312515,316.57782,316.57782,46676451
2021-06-24,320.292786,325.090302,282.650391,314.785309,314.785309,36787107
2021-06-25,315.233643,320.672699,282.738098,287.152374,287.152374,28907779
2021-06-26,286.980774,300.737762,257.326324,275.300415,275.300415,25879987
2021-06-27,275.098419,279.047577,262.690094,276.874329,276.874329,18916958
2021-06-28,277.133972,287.429932,272.528351,274.100098,274.100098,20288843
2021-06-29,274.211731,325.949554,273.099945,309.587067,309.587067,31358131
2021-06-30,309.580811,311.307465,278.09613,291.811218,291.811218,22081869
2021-07-01,291.806763,291.806763,274.00174,282.716064,282.716064,18308283
2021-07-02,282.824158,283.663025,269.895172,281.406494,281.406494,11277881
2021-07-03,281.090637,310.632874,278.319214,299.928741,299.928741,33780657
2021-07-04,300.025726,306.788849,294.649231,295.151672,295.151672,33006666
2021-07-05,295.003418,295.003418,279.224976,287.781799,287.781799,27072758
2021-07-06,287.773193,294.06424,278.406036,282.879425,282.879425,33232086
2021-07-07,282.73996,287.764954,280.204834,280.631134,280.631134,31595299
2021-07-08,280.652679,295.213562,275.465546,281.597076,281.597076,40221714
2021-07-09,281.672516,281.755219,266.602753,274.575867,274.575867,33993034
2021-07-10,274.471893,277.723053,256.188934,261.7565,261.7565,25361380
2021-07-11,261.654663,265.303986,257.128448,258.911713,258.911713,26718307
2021-07-12,258.942139,262.072418,233.273682,239.553528,239.553528,28577127
2021-07-13,239.493805,242.859955,228.661697,230.060516,230.060516,21019535
2021-07-14,229.95166,242.043991,210.476135,231.956345,231.956345,15328907
2021-07-15,231.983368,234.809052,211.324478,217.580368,217.580368,13452177
2021-07-16,217.775681,224.184021,207.049911,208.501083,208.501083,22974341
2021-07-17,208.41925,212.623962,203.681351,210.296143,210.296143,23090121
2021-07-18,210.300354,235.283417,204.496948,205.933655,205.933655,21449322
2021-07-19,205.894577,207.1353,165.414032,180.82814,180.82814,36932608
2021-07-20,181.037842,189.020813,161.157623,174.4617,174.4617,39360030
2021-07-21,174.441956,193.917099,171.083664,183.788971,183.788971,36324671
2021-07-22,183.829163,186.716583,176.06636,181.165161,181.165161,27965817
2021-07-23,181.17247,183.819595,173.794525,180.3591,180.3591,23923539
2021-07-24,180.40332,189.439667,179.998047,188.249847,188.249847,25730970
2021-07-25,188.257141,188.257141,179.459518,183.411606,183.411606,22522489
2021-07-26,183.64006,204.910049,182.962997,197.498337,197.498337,38162650
