2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,Gen10Down,Zen3Down,brand,product
1.0729772296515852,1.0,1.1916660710955176,1.2704299093845017,0.9997006997574325,1.286268868185884,1.0066352559688243,1.0,0.9884541609610277,0.9745696035207423,False,True,intel,core i9-10940X
1.1119349113942896,1.0,1.435418341152801,1.2434503099717333,1.0978144312263278,1.1726182101550713,0.9909796704350854,1.0,0.9682949109372571,0.9387640249838345,False,True,intel,core i9-10920X
1.004468811677419,1.0,1.0682429791045902,1.3167056934501908,1.0093304834664982,1.1265461361521212,1.0460550072903132,1.0,0.9764348141674332,0.9440346009555282,False,True,intel,core i9-10900X
0.8010798071964778,1.0,0.5515802170170652,1.136303775555095,0.7460093240810103,1.2360694292060732,0.9997701851984123,1.0,0.9553079978907622,0.9096292714113586,False,True,intel,core i9-9980XE
1.076011285875686,1.0,1.0773291237822833,1.1270622837087156,1.055879520558773,1.0018014940946398,1.0034974116105082,1.0,0.9793007842573714,0.8316458991538185,False,True,intel,core i9-9940X
1.1010169605006244,1.0,1.0891202829954074,1.0398203740150316,0.9141843433828951,1.0882345343411943,1.053032607774095,1.0,0.9861597952484282,0.9369371517593851,True,True,intel,core i9-9920X
0.8913767370691817,1.0,0.8914651680786887,0.6550251202857699,0.5469467736448352,1.0077101558504482,1.006892394103344,1.0,0.9727440804644111,0.9756905601464294,True,True,intel,core i9-9900X
1.025756288340558,1.0,1.1530840968935872,1.390255831189983,1.1047729982639596,1.0023742733439203,0.983373824816718,1.0,0.9964942657737734,1.008024275684584,False,False,intel,core i9-9820X
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,intel,core i9-11900K
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,intel,core i9-11900
1.0,1.0,1.0,1.0,1.0,1.2930155308441935,1.1913119576786102,1.0,0.9341749042567107,0.8796007223459819,False,True,intel,core i9-10900K
1.0,1.0,1.0,1.0,1.0,,1.0574020016005579,1.0,0.99259528082433,0.9751492664336198,False,False,intel,core i9-10900K
1.0,1.0,1.0,1.0,1.0,0.42863220094625054,0.9819719644513033,1.0,0.8904828212886065,0.8701936158547728,False,False,intel,core i9-10900KF
1.0,1.0,1.0,1.0,1.0,1.0669556000115337,1.01322740788848,1.0,1.024397681759578,1.025765778630283,False,True,intel,core i9-10900
1.0,1.0,1.0,1.0,1.0,1.0691334726002368,0.3946501328126279,1.0,0.8828994423869548,0.881127243769806,False,False,intel,core i9-10900F
1.0,1.0,1.0,1.0,1.0,0.44750565186355495,1.027219716945209,1.0,0.9362528056746489,0.8743560383458845,False,False,intel,core i9-10850K
0.9374457499515166,1.0,1.0247374899578916,1.0212869291720819,1.2167577937854777,1.0277352040263281,1.0333335086231568,1.0,1.0146649671470118,1.0104115369654856,False,True,intel,core i9-9900KS
1.0,1.0,1.0,1.0,1.0,0.9962574477994607,1.0232936067119753,1.0,0.880827923488949,0.8314170903352321,False,True,intel,core i9-9900K
1.0197179540846735,1.0,1.0022216975625513,0.9683730495088259,0.8765611729257504,1.015903230710873,0.9596201581697399,1.0,0.9487807087998746,0.9330330473295994,True,True,intel,core i9-9900K
1.0369383429087997,1.0,1.0791322917958608,1.1641941646077452,1.1085088077399399,1.3370327906443475,1.047535337064497,1.0,0.9623592957782362,0.884220404766151,False,True,intel,core i9-9900KF
1.038389437904016,1.0,1.0043343077994324,0.9267033918849304,0.8590706235942225,1.0180638454486606,0.9859364323997678,1.0,0.9423189039671843,0.948662484678059,True,True,intel,core i9-9900
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,intel,core i7-11700K
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,intel,core i7-11700KF
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,intel,core i7-11700
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,intel,core i7-11700F
1.0,1.0,1.0,1.0,1.0,1.093576325097678,1.061149024699578,1.0,1.0169610570374772,0.955212708729579,False,True,intel,core i7-10700K
1.0,1.0,1.0,1.0,1.0,1.0,0.8878186265983271,1.0,0.8754705353139446,0.8114085184841597,False,True,intel,core i7-10700KF
1.0,1.0,1.0,1.0,1.0,0.9502897511214337,0.9848101722188067,1.0,1.0157197415326384,1.0057741497218238,False,False,intel,core i7-10700
1.0,1.0,1.0,1.0,1.0,1.0,0.830680143878202,1.0,0.8737717009555038,0.7388506970196114,False,True,intel,core i7-10700F
1.0527053217649875,1.0,1.020883861188506,1.005019517364418,0.9526672000533098,1.0815745131204098,1.0038984472503147,1.0,0.9279681811900117,0.8516814438472466,True,True,intel,core i7-9700K
1.0342794591365234,1.0,1.0578799360177462,1.0986684750235973,1.1239075290298342,1.1313581031958346,1.001318350178919,1.0,0.969984514616946,0.9243396604691383,False,True,intel,core i7-9700KF
1.0756921756790316,1.0,0.9486689256132418,0.8831707601261166,0.8323341680638524,1.0353144881132907,1.0266470548217268,1.0,0.9613455729972474,0.9028621150507925,True,True,intel,core i7-9700
1.0452931157815852,1.0,1.0478775079197464,1.0333421330517423,0.9584518172837824,1.099829690919189,1.0299141394301439,1.0,1.0090808522760626,0.9692680157575922,True,True,intel,core i7-9700F
1.0124947817846042,1.0,0.9875259624065045,0.8376321406542775,1.0048988301719834,1.1284866651495764,0.9482079526618096,1.0,1.0,0.9862459290374808,True,True,intel,core i7-8086K
0.9963291862497446,1.0,1.0015145280315887,0.8672360454152283,0.8151521679620386,0.9653241187861258,1.0092556050039392,1.0,1.1322409824105035,1.1162401541365974,True,False,intel,core i7-8700K
0.9932784490793573,1.0,0.7686364017941303,0.5784484336103535,0.5911239682956535,0.9254878616647572,0.9496927401318381,1.0,0.9789402102110187,0.9920709703987548,True,False,intel,core i7-8700
1.274740154115402,1.0,0.45168797024169277,0.3659523941894543,0.4965590868366529,1.0,4.247119758632303,1.0,0.2873578190878508,2.1051032954725297,True,True,intel,core i7-7700K
1.0094914166001043,1.0,1.0068986316069513,1.1284054691090215,1.1348249790430094,0.8847473836714717,0.9176025589040864,1.0,1.0020045714702581,1.0450706294403385,False,False,intel,core i7-7700
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,intel,core i5-11600K
