CHIA_IMPACT,SECOND_HAND,base_price,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,brand,product,drive_type,drive_subtype,capacity
0,0,9208.612903225807,1.0,1.051154899565574,1.035391131023901,1.032403044835305,1.0435707104498944,1.0548385627760828,1.0108909260965364,0.9969943986520333,0.9814688446183505,0.927143943082738,Kingston,a400,ssd,sata,1tb
0,0,20088.09677419355,1.0,0.9589403083239105,0.9953703926735621,0.9955298515731511,0.9952435321190047,0.9955646980799092,1.0173012103139236,0.9965747650269537,0.965746044439734,0.965746044439734,Kingston,a400,ssd,sata,2tb
0,0,2488.8709677419356,1.0,1.09623716637196,1.1047890609811417,1.099923098524615,1.0999027930788672,1.1244991683407857,1.0791912384161753,1.103285593934288,1.1283898213552803,1.0,Kingston,a400,ssd,m2,128gb
0,0,3141.967741935484,1.0,1.0853525997826365,1.0721553166805269,1.0823790310161088,1.0867650229463763,1.1136333302532828,1.1136333302532828,1.1015903327481236,1.0692874474252487,1.0598248477941705,Kingston,a400,ssd,m2,256gb
0,0,5764.774193548387,1.0,1.0149201890394226,1.045884907222956,1.006815960486753,0.9672706314210892,0.9578576970999245,0.9705105535286613,0.9612160619558161,0.9483227760741918,0.9907838485126576,Kingston,a400,ssd,m2,512gb
0,0,6579.709677419355,1.0,0.9169477523765633,0.8360306121948708,0.8329090900176986,0.726431698623824,0.7757535793486983,0.8294757588088503,0.7531315726255202,0.7509652515962236,0.7225438910433345,Kingston,kc2500,ssd,nvme,256gb
0,0,10622.225806451614,1.0,0.8960793449783364,0.7905122855607081,0.7348961955404928,0.7283632310827267,0.7219265346448458,0.6904056922642421,0.666004634227077,0.6619108645192116,0.681519880712687,Kingston,kc2500,ssd,nvme,512gb
0,0,18717.90322580645,1.0,0.9408906429069979,0.7892426605544114,0.7179027036963634,0.7335705853460979,0.757994444971033,0.7366571593523538,0.7136913943007815,0.7057556878728605,0.7091278834305608,Kingston,kc2500,ssd,nvme,1tb
0,0,41877.290322580644,1.0,0.8683883250295025,0.7214642473093431,0.6436376325300648,0.7643976718461619,0.675563448559899,0.6792171598125398,0.6379160003574191,0.6386540245078555,0.6180368757876314,Kingston,kc2500,ssd,nvme,2tb
0,0,3763.8709677419356,1.0,1.083345168715412,1.1537452862529998,1.1490475374242943,1.140452519712033,1.1864381213575592,1.1237144326362702,1.194720603359616,1.1816026739801164,1.1739972574562907,Kingston,a2000,ssd,nvme,256gb
0,0,5963.419354838709,1.0,1.0131471676009343,1.0338136812610215,1.055921045514048,1.0169257732627959,1.02705058438725,1.0077191046487726,0.9117144309932601,0.9591924240621135,1.0652688974716824,Kingston,a2000,ssd,nvme,512gb
0,0,10777.58064516129,1.0,1.0678582652587831,1.0642462698852158,1.035028209694557,1.0041902994567578,1.0444737432842968,1.0523368402149025,0.9756094640906302,0.879118141502422,0.8334535550201285,Kingston,a2000,ssd,nvme,1tb
0,0,10176.41935483871,1.0,1.0527489003900314,1.0776621474693233,1.0933282403870639,1.0174343596359705,0.9721625051378529,0.9936570629760768,1.0023774126776324,1.0779429991536411,1.0804706643124997,Samsung Electronics,870 qvo,ssd,sata,1tb
0,0,20378.41935483871,1.0,1.0464273672541908,0.9432511622826806,0.9630841819276456,1.0391717360712076,0.9140224768664722,0.9199801814379855,0.882198277431375,0.8424025943531872,0.8295017974422657,Samsung Electronics,870 qvo,ssd,sata,2tb
0,0,44146.45161290323,1.0,0.9497042207649862,0.9487848363949902,0.9012192799138741,0.9138687944817103,0.9122945377312074,0.8083548891519429,0.8395362941528928,0.8586850950648136,0.8279136890408757,Samsung Electronics,870 qvo,ssd,sata,4tb
0,0,95227.3870967742,1.0,0.882862765102186,0.8667471305523722,0.8449845062418228,0.8429043691347942,0.824295080016174,0.7327801808167818,0.740595430495903,0.7535237728100042,0.7775104681527983,Samsung Electronics,870 qvo,ssd,sata,8tb
0,0,4015.3333333333335,1.0,0.9959322596712601,0.9959322596712601,1.0332890586086667,1.139334165269692,1.1204549227959488,1.343760209519423,1.4925366739327202,1.5949194753445126,1.538666295330266,Samsung Electronics,870 evo,ssd,sata,256gb
0,0,7029.153846153846,1.0,0.9626844554782047,0.9562432110998893,0.9245778570568731,0.9406032797116866,0.8543038699628289,1.1179843325335213,1.1791948386531952,1.233567158026826,1.1560561842930666,Samsung Electronics,870 evo,ssd,sata,512gb
0,0,13015.333333333334,1.0,0.9918713092981903,0.919416800366152,0.9065461250832351,0.9045385674134561,0.8630077344670389,1.0704669265200846,1.0646648370077971,1.0466040055319366,1.022280585512869,Samsung Electronics,870 evo,ssd,sata,1tb
0,0,24999.0,1.0,0.9985713714262856,0.9347031945793961,0.8399935997439898,0.9174160514807689,0.9986652799445311,1.259249079640605,1.258689057239709,1.2000080003200129,1.1652930633354366,Samsung Electronics,870 evo,ssd,sata,2tb
0,0,5999.0,1.0,1.0874014716738505,1.1532513483430034,1.2061454686892261,1.2575751872623933,1.561710285047508,1.604536239910953,1.261629626443117,1.2682224815246985,1.4392828912345605,Samsung Electronics,860 pro,ssd,sata,256gb
0,0,9999.0,1.0,0.9957138570999957,0.9964512580290287,1.0,0.9999709648384193,1.0,1.0,1.0622900999777396,1.0677867786778676,1.2540415331855768,Samsung Electronics,860 pro,ssd,sata,512gb
0,0,19151.451612903227,1.0,0.9786166056885871,0.9165581653879515,0.9852151357178348,0.9961832253935101,1.0492172467905798,1.1103849619754251,1.04275090745248,1.044255046783281,1.0767346870025853,Samsung Electronics,860 pro,ssd,sata,1tb
0,0,36828.0,1.0,1.0214151887538985,1.0243625992845555,1.0128824083125159,1.026659238938115,1.0157859961623403,1.0196484442061964,1.0174262570204298,1.0241193294956736,1.0414989296362864,Samsung Electronics,860 pro,ssd,sata,2tb
0,0,68079.41935483871,1.0,1.1692027283937965,1.0660713151907022,1.0387314404776458,1.0636780003620059,1.072213414250845,1.0722623766739225,1.0722623766739225,1.2644158956664464,1.069335055547079,Samsung Electronics,860 pro,ssd,sata,4tb
0,0,13392.258064516129,1.0,1.1384269231828004,1.0522834569804413,1.0114301313549796,1.2454162250698524,0.9516991039599191,1.3007274303882839,1.5248482512766162,1.4668673924912485,1.5155482223720975,Samsung Electronics,860 qvo,ssd,sata,1tb
0,0,4063.516129032258,1.0,0.9840791328478775,1.6693154665036636,1.7848499763169245,1.6280275305829213,1.4950434895357851,1.5179369527423414,1.8578459779787089,2.210688079342272,2.479745016631076,Samsung Electronics,860 evo,ssd,sata,256gb
0,0,5560.1612903225805,1.0,1.2964487735743502,1.0788791227917502,1.1280188359972538,1.3064427232906912,1.3501466848451447,1.3707829315696343,1.701638963826763,1.948996219263385,2.063371334087547,Samsung Electronics,860 evo,ssd,sata,512gb
0,0,10671.161290322581,1.0,1.0865733995151237,1.0681305659510407,1.0476772892067656,1.1769345175117742,1.2250619194734476,1.3507675193315718,1.3913441715083763,1.3755360140585922,1.5806938205473904,Samsung Electronics,860 evo,ssd,sata,1tb
0,0,20952.548387096773,1.0,1.0795976227169446,1.032528185808486,1.1925518337133523,1.3603518857510597,1.430217434479446,2.05369429232567,2.832413949184717,3.507321972280427,2.1473575467762025,Samsung Electronics,860 evo,ssd,sata,2tb
0,0,46197.45161290323,1.0,0.9808279118873335,0.9952029193063993,1.1158530366265607,1.2102559769740127,1.2624022458065112,1.5065493767635554,1.469229904456397,1.4821589563079283,1.5332789617637057,Samsung Electronics,860 evo,ssd,sata,4tb
0,0,4780.258064516129,1.0,0.8515081228863722,0.8365657138229816,0.8633076452434295,0.9227535293006182,0.9410928460244196,1.1235795071125867,1.4040475612060357,1.412943243267561,1.3565808297567956,Samsung Electronics,860 evo,ssd,m2,256gb
0,0,8618.354838709678,1.0,0.8085525587602923,0.7848552788684315,0.8113806866315577,0.8106891143807852,0.8103286683709562,0.9545343958318516,1.1529930493432994,1.0903859854000026,0.9965302860736087,Samsung Electronics,860 evo,ssd,m2,512gb
0,0,14734.838709677419,1.0,0.8651798615150776,0.8718967555497176,0.8611111111111112,0.8789176408774465,0.8460425149962782,0.9867791934848287,1.0465081658566489,1.044870616051491,0.9706182407285783,Samsung Electronics,860 evo,ssd,m2,1tb
0,0,27999.0,1.0,0.8959210277918089,0.8886031643987286,0.8901615533888115,0.9100013940590044,0.9164208245532578,1.1991914457774415,1.5091080441813014,1.3561198614236223,1.31229362087607,Samsung Electronics,860 evo,ssd,m2,2tb
0,0,8999.0,1.0,1.0,0.8996841943011589,0.9407341556469236,0.9404199032867451,0.7851613142200986,0.8207686158677129,0.8780868125132183,0.9789458087935696,0.9866616003928751,Samsung Electronics,980 pro,ssd,nvme,256gb
0,0,13896.032258064517,1.0,0.919023896686353,0.8690853968526638,0.915086150529547,0.8866629369720296,0.8430488009650777,0.8609396509098675,0.9152484928396827,0.8226856741809955,0.8465633030547127,Samsung Electronics,980 pro,ssd,nvme,512gb
0,0,23892.548387096773,1.0,0.9575370374620783,0.8376238238673417,0.8150239850729544,0.8356391316499003,0.8536985257022143,0.8571345634824733,0.8111923139756086,0.7721319509794524,0.770820703985181,Samsung Electronics,980 pro,ssd,nvme,1tb
0,0,16989.290322580644,1.0,0.9011286183000622,0.8793376472464627,0.9080269417039452,0.8771711970349443,0.8197831144731279,0.8647364183888142,0.8890097746587984,0.8822911207819728,0.9206520996149378,Samsung Electronics,970 pro,ssd,nvme,512gb
0,0,26997.387096774193,1.0,0.9980357375427865,0.9119998470580786,0.892054229063187,1.0532512704335784,1.0173564785441205,0.9811630516214831,0.9737334198411077,0.9475200905543627,0.9961895954088746,Samsung Electronics,970 pro,ssd,nvme,1tb
0,0,5960.290322580645,1.0,0.970590304650672,1.0007360542082278,1.0064945959549492,1.4978324286000357,1.076407297760988,1.090204525650948,1.0903398297333429,1.090383127039709,1.0902694716104975,Samsung Electronics,970 evo plus,ssd,nvme,256gb
0,0,8670.58064516129,1.0,0.9493514804019737,0.9023951962141167,0.9115998482075094,1.074147655401283,1.0495490870128132,1.0691102281351847,0.9824248106314271,0.9304182726411397,0.9180841406610415,Samsung Electronics,970 evo plus,ssd,nvme,512gb
0,0,14984.774193548386,1.0,1.0652980014121862,1.0574324906141288,1.0754004781914832,1.018001067750491,1.024971512302093,1.0230233699583233,0.9588937588261633,0.9127998742809906,0.8886310405400751,Samsung Electronics,970 evo plus,ssd,nvme,1tb
0,0,31762.387096774193,1.0,1.0226561341574636,0.9991265790131155,0.9624685923906751,0.9597556046206002,0.9894617356973928,0.9689833989076144,0.9120404129859421,0.8239063787491935,0.7457623848049123,Samsung Electronics,970 evo plus,ssd,nvme,2tb
0,0,6447.258064516129,1.0,1.0800383115745986,1.1748280089060115,1.5059218305689677,1.9172791634353188,1.6292248934697586,1.8333625197007983,1.732709578965802,2.0055709270424202,2.01473494608861,Samsung Electronics,970 evo,ssd,nvme,512gb
